"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Region"	"Region Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Incidence Counts
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	31
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.504	19	35
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.585	70	119
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.376	47	124
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.577	72	130
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.567	205	387
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.504	32	68
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.532	984	1700
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.582	1246	2015
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.570	1824	2998
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.664	1146	1682
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	34
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.369	18	58
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.534	20	45
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.565	69	128
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.494	62	136
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.578	73	130
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.676	227	394
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.887	47	62
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.569	1210	2065
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.665	1678	2492
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.638	2265	3525
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.697	1497	2203
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	27
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	17
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	33
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.449	54	121
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.435	55	130
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.532	74	144
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.588	217	390
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.759	41	60
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.507	969	1745
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.606	1357	2093
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.598	1917	2991
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.659	1175	1750
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	16
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	24
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	28
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.538	26	54
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.413	25	67
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.489	68	143
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.451	60	146
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.764	82	123
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.553	218	416
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.664	44	75
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.615	1262	2001
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.658	1629	2449
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.628	2345	3715
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.675	1523	2291
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	20
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	24
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	31
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.559	65	115
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.485	58	123
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.576	75	137
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.535	216	432
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.588	36	67
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.496	940	1748
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.627	1434	2134
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.623	1954	2913
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.633	1191	1791
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	16
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	27
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.760	16	26
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.396	24	62
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.744	17	29
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.429	26	68
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.558	82	154
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.643	80	133
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.668	85	147
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.634	245	459
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.635	45	77
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.567	1218	2071
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.668	1745	2572
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.654	2452	3711
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.704	1634	2358
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	22
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	27
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	42
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.565	22	42
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.553	67	123
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.427	59	142
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.615	88	147
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.545	227	440
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.710	47	74
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.589	1107	1710
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.661	1409	2011
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.603	2073	3156
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.629	1172	1822
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	16
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	30
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	36
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	18
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.359	24	75
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.512	32	75
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.574	81	150
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.598	70	134
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.580	76	140
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.675	266	453
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.584	39	73
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.626	1329	2060
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.701	1781	2499
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.637	2441	3772
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.700	1687	2436
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	21
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	32
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	41
	"Brain and Other Nervous System"	"31010-31040"	"2009"	"2009"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	18
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	1.199 (Unreliable)	16	16
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.724	31	50
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.557	25	46
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.563	80	137
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.460	59	132
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.614	79	138
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.650	245	398
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.781	47	63
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.550	1054	1702
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.609	1308	1980
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.596	1995	3085
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.617	1214	1901
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	16
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	26
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.687	19	33
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.598	31	59
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.700	23	37
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.382	25	71
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.582	89	161
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.415	62	163
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.785	101	146
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.667	260	444
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.604	43	82
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.605	1336	2091
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.679	1743	2494
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.677	2621	3808
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.686	1605	2374
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	21
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	31
	"Brain and Other Nervous System"	"31010-31040"	"2010"	"2010"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	30
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.529	16	30
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.592	31	56
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.494	72	142
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.481	73	154
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.556	75	138
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.579	231	410
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.660	40	63
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.554	1048	1668
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.626	1392	2034
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.609	2042	3059
